evidenceId,evidenceType,shortDesc,desc,id,lastEdit,status,gene/entrezGeneId,gene/hugoSymbol,gene/name,gene/oncogene,gene/curatedIsoform,gene/curatedRefSeq,gene/geneAliases/0,gene/geneAliases/1,gene/geneAliases/2,gene/geneAliases/3,gene/geneAliases/4,gene/tsg,articles/0/pmid,articles/0/title,articles/0/journal,articles/0/pubDate,articles/0/volume,articles/0/issue,articles/0/pages,articles/0/authors,articles/0/elocationId,articles/0/link,articles/0/reference,articles/0/abstract,articles/1/pmid,articles/1/title,articles/1/journal,articles/1/pubDate,articles/1/volume,articles/1/issue,articles/1/pages,articles/1/authors,articles/1/elocationId,articles/1/link,articles/1/reference,articles/1/abstract,articles/2/pmid,articles/2/title,articles/2/journal,articles/2/pubDate,articles/2/volume,articles/2/issue,articles/2/pages,articles/2/authors,articles/2/elocationId,articles/2/link,articles/2/reference,articles/2/abstract,articles/3/pmid,articles/3/title,articles/3/journal,articles/3/pubDate,articles/3/volume,articles/3/issue,articles/3/pages,articles/3/authors,articles/3/elocationId,articles/3/link,articles/3/reference,articles/3/abstract,articles/4/pmid,articles/4/title,articles/4/journal,articles/4/pubDate,articles/4/volume,articles/4/issue,articles/4/pages,articles/4/authors,articles/4/elocationId,articles/4/link,articles/4/reference,articles/4/abstract,articles/5/pmid,articles/5/title,articles/5/journal,articles/5/pubDate,articles/5/volume,articles/5/issue,articles/5/pages,articles/5/authors,articles/5/elocationId,articles/5/link,articles/5/reference,articles/5/abstract
19681,GENE_BACKGROUND,,"The MST1 (mammalian sterile 20-like kinase 1) gene encodes a kinase and key component of the Hippo signaling pathway. The Hippo signaling cascade is a critical regulator for controlling cell growth, differentiation and organ size control (PMID: 22683405, 22898666). MST1 is proteolyticaly activated by caspases during apoptosis; activation is mediated by apoptotic stimuli and other stress signals. Full activation of MST1 kinase requires autophosphorylation at Thr-183 and caspase-mediated cleavage. Once activated, MST1 phosphorylates Lats1/2 (large tumor suppressor 1/2), which then phosphorylates and inhibits two transcriptional coactivators in the Hippo pathway, YAP and TAZ (PMID:17889654). Phosphorylated YAP and TAZ remain in the cytoplasm and cannot induce the expression of genes that promote cell growth and proliferation (PMID: 17889654). Hence, MST1 negatively regulates YAP and TAZ and acts as a tumor suppressor. Reduced expression of MST1 has been observed in gastric cancer, liver cancer, prostate cancer and soft tissue sarcoma (PMID: 21940329, 17538946, 18381433).",,2017-01-17,,4485,MST1,macrophage stimulating 1,False,ENST00000449682,NM_020998.3,NF15S2,HGFL,D3F15S2,MSP,DNF15S2,False,17538946,Frequent hypermethylation of MST1 and MST2 in soft tissue sarcoma.,Molecular carcinogenesis,2018-10-01T20:07:00,46,10,865-71,Seidel C et al,,,0001-10-01,,22683405,Regulators of mammalian Hippo pathway in cancer.,Biochimica et biophysica acta,2017-12-01T20:12:00,1826,2,357-64,Liu AM et al,doi: 10.1016/j.bbcan.2012.05.006,,0001-12-01,,17889654,Elucidation of a universal size-control mechanism in Drosophila and mammals.,Cell,2018-09-21T20:07:00,130,6,1120-33,Dong J et al,,,0001-09-21,,21940329,A breakdown of the Hippo pathway in gastric cancer.,Hepato-gastroenterology,2018-09-01T20:11:00,58,110-111,1611-7,Xu ZP et al,doi: 10.5754/hge10669,,2018-09-01T01:11:00,,22898666,Protein kinases of the Hippo pathway: regulation and substrates.,Seminars in cell &amp; developmental biology,2018-09-01T20:12:00,23,7,770-84,Avruch J et al,doi: 10.1016/j.semcdb.2012.07.002,,0001-09-01,,18381433,Down-regulation of mammalian sterile 20-like kinase 1 by heat shock protein 70 mediates cisplatin resistance in prostate cancer cells.,Cancer research,2018-04-01T20:08:00,68,7,2266-74,Ren A et al,doi: 10.1158/0008-5472.CAN-07-6248,,0001-04-01,
19680,GENE_SUMMARY,,MST1 encodes a serine/threonine kinase involved in inhibiting proliferation and promoting apoptosis.,,2017-01-17,,4485,MST1,macrophage stimulating 1,False,ENST00000449682,NM_020998.3,NF15S2,HGFL,D3F15S2,MSP,DNF15S2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
