evidenceId,evidenceType,shortDesc,desc,id,lastEdit,status,gene/entrezGeneId,gene/hugoSymbol,gene/name,gene/oncogene,gene/curatedIsoform,gene/curatedRefSeq,gene/geneAliases/0,gene/geneAliases/1,gene/geneAliases/2,gene/geneAliases/3,gene/tsg,articles/0/pmid,articles/0/title,articles/0/journal,articles/0/pubDate,articles/0/volume,articles/0/issue,articles/0/pages,articles/0/authors,articles/0/elocationId,articles/0/link,articles/0/reference,articles/0/abstract,articles/1/pmid,articles/1/title,articles/1/journal,articles/1/pubDate,articles/1/volume,articles/1/issue,articles/1/pages,articles/1/authors,articles/1/elocationId,articles/1/link,articles/1/reference,articles/1/abstract,articles/2/pmid,articles/2/title,articles/2/journal,articles/2/pubDate,articles/2/volume,articles/2/issue,articles/2/pages,articles/2/authors,articles/2/elocationId,articles/2/link,articles/2/reference,articles/2/abstract,articles/3/pmid,articles/3/title,articles/3/journal,articles/3/pubDate,articles/3/volume,articles/3/issue,articles/3/pages,articles/3/authors,articles/3/elocationId,articles/3/link,articles/3/reference,articles/3/abstract,articles/4/pmid,articles/4/title,articles/4/journal,articles/4/pubDate,articles/4/volume,articles/4/issue,articles/4/pages,articles/4/authors,articles/4/elocationId,articles/4/link,articles/4/reference,articles/4/abstract,articles/5/pmid,articles/5/title,articles/5/journal,articles/5/pubDate,articles/5/volume,articles/5/issue,articles/5/pages,articles/5/authors,articles/5/elocationId,articles/5/link,articles/5/reference,articles/5/abstract
2124,GENE_SUMMARY,,RYBP is a transcriptional repressor with a possible tumor-suppressor function. It is frequently lost in prostate cancer.,,2017-04-19,,23429,RYBP,RING1 and YY1 binding protein,False,ENST00000477973,NM_012234.5,APAP-1,DEDAF,YEAF1,AAP1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,GENE_BACKGROUND,,"The RYBP (RING1 and YY1 binding protein) protein is a Polycomb group protein that is involved in transcriptional regulation. RYBP is part of the Polycomb-repressive complex 1 (PRC1) and interacts directly with RING1, RNF2, and YY1, to mediate H2A ubiquitylation at specific polycomb target sites to repress these genes (PMID: 22325148). It has been show to play an important role in development and stem cell programming through its role in transcriptional repression (PMID: 10369680). RYBP also has polycomb-independent roles, and can act as a tumor suppressor through interaction with MDM2 and subsequent stabilization of TP53 (PMID: 19098711). The genetic locus of RYBP is frequently deleted in prostate cancers and loss of RYBP expression has been detected in hepatocellular carcinoma and non-small cell lung cancer and is associated with poor outcome (PMID: 20579941, 25344099, 26404750).",,2017-10-15,,23429,RYBP,RING1 and YY1 binding protein,False,ENST00000477973,NM_012234.5,APAP-1,DEDAF,YEAF1,AAP1,True,10369680,"RYBP, a new repressor protein that interacts with components of the mammalian Polycomb complex, and with the transcription factor YY1.",The EMBO journal,0001-06-15,18,12,3404-18,García E et al,,,0001-06-15,,25344099,RYBP expression is associated with better survival of patients with hepatocellular carcinoma (HCC) and responsiveness to chemotherapy of HCC cells in vitro and in vivo.,Oncotarget,2017-11-30T20:14:00,5,22,11604-19,Wang W et al,,,0001-11-30,,22325148,RYBP-PRC1 complexes mediate H2A ubiquitylation at polycomb target sites independently of PRC2 and H3K27me3.,Cell,2018-02-17T20:12:00,148,4,664-78,Tavares L et al,doi: 10.1016/j.cell.2011.12.029,,0001-02-17,,19098711,RYBP stabilizes p53 by modulating MDM2.,EMBO reports,2018-02-01T20:09:00,10,2,166-72,Chen D et al,doi: 10.1038/embor.2008.231,,0001-02-01,,26404750,RYBP predicts survival of patients with non-small cell lung cancer and regulates tumor cell growth and the response to chemotherapy.,Cancer letters,2017-12-28T20:15:00,369,2,386-95,Voruganti S et al,doi: 10.1016/j.canlet.2015.09.003,,0001-12-28,,20579941,Integrative genomic profiling of human prostate cancer.,Cancer cell,2018-07-13T20:10:00,18,True,2001-11-22,Taylor BS et al,doi: 10.1016/j.ccr.2010.05.026,,0001-07-13,
