evidenceId,evidenceType,shortDesc,desc,id,lastEdit,status,gene/entrezGeneId,gene/hugoSymbol,gene/name,gene/oncogene,gene/curatedIsoform,gene/curatedRefSeq,gene/geneAliases/0,gene/geneAliases/1,gene/geneAliases/2,gene/tsg,articles/0/pmid,articles/0/title,articles/0/journal,articles/0/pubDate,articles/0/volume,articles/0/issue,articles/0/pages,articles/0/authors,articles/0/elocationId,articles/0/link,articles/0/reference,articles/0/abstract,articles/1/pmid,articles/1/title,articles/1/journal,articles/1/pubDate,articles/1/volume,articles/1/issue,articles/1/pages,articles/1/authors,articles/1/elocationId,articles/1/link,articles/1/reference,articles/1/abstract,articles/2/pmid,articles/2/title,articles/2/journal,articles/2/pubDate,articles/2/volume,articles/2/issue,articles/2/pages,articles/2/authors,articles/2/elocationId,articles/2/link,articles/2/reference,articles/2/abstract,articles/3/pmid,articles/3/title,articles/3/journal,articles/3/pubDate,articles/3/volume,articles/3/issue,articles/3/pages,articles/3/authors,articles/3/elocationId,articles/3/link,articles/3/reference,articles/3/abstract,articles/4/pmid,articles/4/title,articles/4/journal,articles/4/pubDate,articles/4/volume,articles/4/issue,articles/4/pages,articles/4/authors,articles/4/elocationId,articles/4/link,articles/4/reference,articles/4/abstract
18679,GENE_SUMMARY,,"PTPRS encodes a tyrosine phosphatase involved in regulation of synapse structure, function and plasticity in the central nervous system. Mutations, altered expression and microdeletions of PTPRS are found in colorectal, head and neck and ovarian cancers, among others.",,2017-03-28,,5802,PTPRS,"protein tyrosine phosphatase, receptor type S",False,ENST00000357368,NM_002850.3,R-PTP-S,PTPSIGMA,R-PTP-sigma,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18680,GENE_BACKGROUND,,"The PTPRS gene encodes the enzyme receptor-type tyrosine-protein phosphatase T (PTPσ), which is a member of the family of protein tyrosine phosphatases (PTPs) that are involved in various cellular processes. Specifically, PTPRS contains extracellular, transmembrane and intracellular domains thus constituting a receptor-like PTP. Additionally, PTPRS is considered a member of the leukocyte common antigen-related (LAR) subfamily of PTPs, due to its role in development of the nervous system and evolutionary conservation (PMID: 15674434). PTPRS is seldom altered in cancer but its deregulation has been observed in several cancers, such as colorectal, head and neck and ovarian tumors, and it might act as a tumor suppressor through regulation of angiogenic and EMT processes (PMID: 16557282, 25998839, 26308964, 22065749).",,2017-03-28,,5802,PTPRS,"protein tyrosine phosphatase, receptor type S",False,ENST00000357368,NM_002850.3,R-PTP-S,PTPSIGMA,R-PTP-sigma,False,16557282,Protein-tyrosine phosphatases and cancer.,Nature reviews. Cancer,2018-04-01T20:06:00,6,4,307-20,Ostman A et al,,,0001-04-01,,15674434,Functional significance of the LAR receptor protein tyrosine phosphatase family in development and diseases.,Biochemistry and cell biology = Biochimie et biologie cellulaire,2017-12-01T20:04:00,82,6,664-75,Chagnon MJ et al,,,0001-12-01,,26308964,Integrated methylome and transcriptome analysis reveals novel regulatory elements in pediatric acute lymphoblastic leukemia.,Epigenetics,2015,10,9,882-90,Almamun M et al,doi: 10.1080/15592294.2015.1078050,,Almamun M et al. Epigenetics. 2015;10(9)882-90.,,25998839,Protein tyrosine phosphatase receptor S acts as a metastatic suppressor in hepatocellular carcinoma by control of epithermal growth factor receptor-induced epithelial-mesenchymal transition.,"Hepatology (Baltimore, Md.)",2018-10-01T20:15:00,62,4,1201-14,Wang ZC et al,doi: 10.1002/hep.27911,,0001-10-01,,22065749,Genomic dissection of the epidermal growth factor receptor (EGFR)/PI3K pathway reveals frequent deletion of the EGFR phosphatase PTPRS in head and neck cancers.,Proceedings of the National Academy of Sciences of the United States of America,2017-11-22T20:11:00,108,47,19024-9,Morris LG et al,doi: 10.1073/pnas.1111963108,,0001-11-22,
