evidenceId,evidenceType,shortDesc,desc,id,lastEdit,status,gene/entrezGeneId,gene/hugoSymbol,gene/name,gene/oncogene,gene/curatedIsoform,gene/curatedRefSeq,gene/geneAliases/0,gene/geneAliases/1,gene/geneAliases/2,gene/geneAliases/3,gene/tsg,articles/0/pmid,articles/0/title,articles/0/journal,articles/0/pubDate,articles/0/volume,articles/0/issue,articles/0/pages,articles/0/authors,articles/0/elocationId,articles/0/link,articles/0/reference,articles/0/abstract,articles/1/pmid,articles/1/title,articles/1/journal,articles/1/pubDate,articles/1/volume,articles/1/issue,articles/1/pages,articles/1/authors,articles/1/elocationId,articles/1/link,articles/1/reference,articles/1/abstract,articles/2/pmid,articles/2/title,articles/2/journal,articles/2/pubDate,articles/2/volume,articles/2/issue,articles/2/pages,articles/2/authors,articles/2/elocationId,articles/2/link,articles/2/reference,articles/2/abstract,articles/3/pmid,articles/3/title,articles/3/journal,articles/3/pubDate,articles/3/volume,articles/3/issue,articles/3/pages,articles/3/authors,articles/3/elocationId,articles/3/link,articles/3/reference,articles/3/abstract,articles/4/pmid,articles/4/title,articles/4/journal,articles/4/pubDate,articles/4/volume,articles/4/issue,articles/4/pages,articles/4/authors,articles/4/elocationId,articles/4/link,articles/4/reference,articles/4/abstract,articles/5/pmid,articles/5/title,articles/5/journal,articles/5/pubDate,articles/5/volume,articles/5/issue,articles/5/pages,articles/5/authors,articles/5/elocationId,articles/5/link,articles/5/reference,articles/5/abstract
6707,GENE_SUMMARY,,BLM is a tumor suppressor involved in DNA repair. Germline mutations of BLM are associated with Bloom syndrome and predispose to certain cancers.,,2017-10-23,,641,BLM,Bloom syndrome RecQ like helicase,False,ENST00000355112,NM_000057.2,BS,RECQL3,RECQ2,RECQL2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6708,GENE_BACKGROUND,,"The BLM gene encodes the Bloom syndrome protein which functions by unwinding double-stranded DNA intermediates during multiple cellular functions, including double-strand break repair by homologous recombination, telomere maintenance and replication (PMID: 21047263, 24606147). BLM is cell-cycle regulated and has been shown to interact with the E3 ubiquitin-protein ligase Mindbomb 1 (MIB1) and a highly conserved DNA topoisomerase 2β-binding protein 1 (TopBP1) (PMID: 24239288). Its helicase activity is critical for preserving fidelity of the genome, and deleterious mutations result in a strong predisposition for a broad spectrum of cancers across multiple tissue types, generally characterized as highly aggressive and occurring early in life. Inherited mutations within BLM cause the rare genetic disorder, Bloom syndrome (BS), an autosomal recessive disorder characterized by severe chromosomal instability and increased cancer risk (PMID: 17407155). Heterozygous deleterious mutations in BLM have been associated with an increased risk for breast cancer (PMID: 23028338) and colorectal cancers (PMID: 26358404), albeit with a moderate-to-low penetrance for the latter.",,2017-01-09,,641,BLM,Bloom syndrome RecQ like helicase,False,ENST00000355112,NM_000057.2,BS,RECQL3,RECQ2,RECQL2,True,23028338,Exome sequencing identifies rare deleterious mutations in DNA repair genes FANCC and BLM as potential breast cancer susceptibility alleles.,PLoS genetics,2018-09-01T20:12:00,8,9,e1002894,Thompson ER et al,doi: 10.1371/journal.pgen.1002894,,0001-09-01,,21047263,The RecQ DNA helicases in DNA repair.,Annual review of genetics,2010,44,,393-417,Bernstein KA et al,doi: 10.1146/annurev-genet-102209-163602,,Bernstein KA et al. Annual review of genetics. 2010;44()393-417.,,24239288,TopBP1 controls BLM protein level to maintain genome stability.,Molecular cell,2017-12-12T20:13:00,52,5,667-78,Wang J et al,doi: 10.1016/j.molcel.2013.10.012,,0001-12-12,,17407155,Syndrome-causing mutations of the BLM gene in persons in the Bloom's Syndrome Registry.,Human mutation,2018-08-01T20:07:00,28,8,743-53,German J et al,,,0001-08-01,,26358404,Deleterious Germline BLM Mutations and the Risk for Early-onset Colorectal Cancer.,Scientific reports,2018-09-11T20:15:00,5,,14060,de Voer RM et al,doi: 10.1038/srep14060,,0001-09-11,,24606147,"Human RecQ helicases in DNA repair, recombination, and replication.",Annual review of biochemistry,2014,83,,519-52,Croteau DL et al,doi: 10.1146/annurev-biochem-060713-035428,,Croteau DL et al. Annual review of biochemistry. 2014;83()519-52.,
